Tag	GO Term	GO Name	GO Category	Adj. P-value	P-value	Nr Test	Nr Reference	Not Annot Test	Not Annot Ref
UNDER	GO:0034059	response to anoxia	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042026	protein refolding	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034090	maintenance of meiotic sister chromatid cohesion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045144	meiotic sister chromatid segregation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006021	inositol biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0080177	plastoglobule organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0080183	response to photooxidative stress	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009644	response to high light intensity	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010114	response to red light	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006995	cellular response to nitrogen starvation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009266	response to temperature stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043409	negative regulation of MAPK cascade	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034051	negative regulation of plant-type hypersensitive response	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034599	cellular response to oxidative stress	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070534	protein K63-linked ubiquitination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071040	nuclear polyadenylation-dependent antisense transcript catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071044	histone mRNA catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071051	poly(A)-dependent snoRNA 3'-end processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043436	oxoacid metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045489	pectin biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009204	deoxyribonucleoside triphosphate catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046386	deoxyribose phosphate catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009394	2'-deoxyribonucleotide metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009166	nucleotide catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009146	purine nucleoside triphosphate catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015700	arsenite transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032968	positive regulation of transcription elongation by RNA polymerase II	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006107	oxaloacetate metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019674	NAD+ metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006099	tricarboxylic acid cycle	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031348	negative regulation of defense response	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009691	cytokinin biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0097359	UDP-glucosylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006680	glucosylceramide catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009143	nucleoside triphosphate catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048829	root cap development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007389	pattern specification process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009725	response to hormone	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010014	meristem initiation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009690	cytokinin metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015780	nucleotide-sugar transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010267	ta-siRNA processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009616	RNAi-mediated antiviral immune response	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007095	mitotic G2 DNA damage checkpoint signaling	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006302	double-strand break repair	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000725	recombinational repair	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990113	RNA polymerase I assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990115	RNA polymerase III assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990114	RNA polymerase II core complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043622	cortical microtubule organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071370	cellular response to gibberellin stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030048	actin filament-based movement	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006273	lagging strand elongation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071897	DNA biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006310	DNA recombination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071163	DNA replication preinitiation complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030174	regulation of DNA-templated DNA replication initiation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051069	galactomannan metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010345	suberin biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015908	fatty acid transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030155	regulation of cell adhesion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051013	microtubule severing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0036257	multivesicular body organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007033	vacuole organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0050482	arachidonate secretion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009561	megagametogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010229	inflorescence development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006654	phosphatidic acid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015995	chlorophyll biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031179	peptide modification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000636	positive regulation of primary miRNA processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000244	spliceosomal tri-snRNP complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009652	thigmotropism	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0035372	protein localization to microtubule	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031110	regulation of microtubule polymerization or depolymerization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006879	intracellular iron ion homeostasis	BP_ARGOT	1	1	1	1	1	14
UNDER	GO:0051560	mitochondrial calcium ion homeostasis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0036444	calcium import into the mitochondrion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006779	porphyrin-containing compound biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033962	P-body assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034063	stress granule assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006869	lipid transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010073	meristem maintenance	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006438	valyl-tRNA aminoacylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090158	endoplasmic reticulum membrane organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010158	abaxial cell fate specification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902183	regulation of shoot apical meristem development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009944	polarity specification of adaxial/abaxial axis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010154	fruit development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000902	cell morphogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009888	tissue development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0022904	respiratory electron transport chain	BP_ARGOT	1	0.92	0	1	1	14
UNDER	GO:1902074	response to salt	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010310	regulation of hydrogen peroxide metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902882	regulation of response to oxidative stress	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019464	glycine decarboxylation via glycine cleavage system	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009249	protein lipoylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046713	borate transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0008203	cholesterol metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0060906	negative regulation of regulatory ncRNA-mediated heterochromatin formation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033499	galactose catabolic process via UDP-galactose, Leloir pathway	BP_ARGOT	1	0.92	0	1	1	14
UNDER	GO:0006006	glucose metabolic process	BP_ARGOT	1	0.92	0	1	1	14
UNDER	GO:0006893	Golgi to plasma membrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0008104	intracellular protein localization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009416	response to light stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070898	RNA polymerase III preinitiation complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045910	negative regulation of DNA recombination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007023	post-chaperonin tubulin folding pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007021	tubulin complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0017003	protein-heme linkage	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0017004	cytochrome complex assembly	BP_ARGOT	1	0.92	0	1	1	14
UNDER	GO:0042821	pyridoxal biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009443	pyridoxal 5'-phosphate salvage	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019346	transsulfuration	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070914	UV-damage excision repair	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015689	molybdate ion transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046813	receptor-mediated virion attachment to host cell	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0005993	trehalose catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032979	protein insertion into mitochondrial inner membrane from matrix	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010190	cytochrome b6f complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009094	L-phenylalanine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901672	positive regulation of systemic acquired resistance	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010225	response to UV-C	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0050793	regulation of developmental process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901371	regulation of leaf morphogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006334	nucleosome assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016071	mRNA metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045116	protein neddylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030162	regulation of proteolysis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009828	plant-type cell wall loosening	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045087	innate immune response	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045840	positive regulation of mitotic nuclear division	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009636	response to toxic substance	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016126	sterol biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902531	regulation of intracellular signal transduction	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1903830	magnesium ion transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0036297	interstrand cross-link repair	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1903607	cytochrome c biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032456	endocytic recycling	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042147	retrograde transport, endosome to Golgi	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032875	regulation of DNA endoreduplication	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016109	tetraterpenoid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016116	carotenoid metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046148	pigment biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033075	isoquinoline alkaloid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006562	L-proline catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006574	L-valine catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006857	oligopeptide transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006418	tRNA aminoacylation for protein translation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000967	rRNA 5'-end processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042255	ribosome assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030574	collagen catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030198	extracellular matrix organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010305	leaf vascular tissue pattern formation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010087	phloem or xylem histogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0098659	inorganic cation import across plasma membrane	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048579	negative regulation of long-day photoperiodism, flowering	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000045	autophagosome assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006429	leucyl-tRNA aminoacylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015749	monosaccharide transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0140964	intracellular auxin homeostasis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048527	lateral root development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090697	post-embryonic plant organ morphogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0098734	macromolecule depalmitoylation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990810	microtubule anchoring at mitotic spindle pole body	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0044773	mitotic DNA damage checkpoint signaling	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006228	UTP biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006183	GTP biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006241	CTP biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034614	cellular response to reactive oxygen species	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034214	protein hexamerization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048577	negative regulation of short-day photoperiodism, flowering	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009299	mRNA transcription	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0097306	cellular response to alcohol	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071396	cellular response to lipid	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019722	calcium-mediated signaling	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045053	protein retention in Golgi apparatus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006623	protein targeting to vacuole	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016120	carotene biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1903424	fluoride transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000373	Group II intron splicing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0016131	brassinosteroid metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032981	mitochondrial respiratory chain complex I assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902775	mitochondrial large ribosomal subunit assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070129	regulation of mitochondrial translation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043113	receptor clustering	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0097120	receptor localization to synapse	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0098609	cell-cell adhesion	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0099639	neurotransmitter receptor transport, endosome to plasma membrane	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1903540	establishment of protein localization to postsynaptic membrane	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1903539	protein localization to postsynaptic membrane	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0034244	negative regulation of transcription elongation by RNA polymerase II	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1990575	mitochondrial L-ornithine transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000055	ribosomal large subunit export from nucleus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006261	DNA-templated DNA replication	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048205	COPI coating of Golgi vesicle	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009790	embryo development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000641	regulation of early endosome to late endosome transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006898	receptor-mediated endocytosis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000578	embryonic axis specification	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045324	late endosome to vacuole transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090153	regulation of sphingolipid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006265	DNA topological change	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0033383	geranyl diphosphate metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043132	NAD transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902476	chloride transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0055064	chloride ion homeostasis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0055075	potassium ion homeostasis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0002181	cytoplasmic translation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070979	protein K11-linked ubiquitination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0031145	anaphase-promoting complex-dependent catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046033	AMP metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0001558	regulation of cell growth	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051302	regulation of cell division	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0001188	RNA polymerase I preinitiation complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042790	nucleolar large rRNA transcription by RNA polymerase I	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090698	post-embryonic plant morphogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006491	N-glycan processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0090351	seedling development	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010467	gene expression	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019538	protein metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000012	single strand break repair	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0085020	protein K6-linked ubiquitination	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071918	urea transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1904659	D-glucose transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048868	pollen tube development	BP_ARGOT	1	0.92	0	1	1	14
UNDER	GO:0044550	secondary metabolite biosynthetic process	BP_ARGOT	1	0.92	0	1	1	14
UNDER	GO:0006657	CDP-choline pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901975	glycerate transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0097339	glycolate transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009853	photorespiration	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009610	response to symbiotic fungus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071669	plant-type cell wall organization or biogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045727	positive regulation of translation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048439	flower morphogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006655	phosphatidylglycerol biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006694	steroid biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042939	tripeptide transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0035442	dipeptide transmembrane transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010264	myo-inositol hexakisphosphate biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046621	negative regulation of organ growth	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006721	terpenoid metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051761	sesquiterpene metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0120251	hydrocarbon biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006865	amino acid transport	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010093	specification of floral organ identity	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048455	stamen formation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0052315	phytoalexin biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009413	response to flooding	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1901002	positive regulation of response to salt stress	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1902584	positive regulation of response to water deprivation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010336	gibberellic acid homeostasis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:1905392	plant organ morphogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0003002	regionalization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048024	regulation of mRNA splicing, via spliceosome	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0015994	chlorophyll metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046622	positive regulation of organ growth	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030307	positive regulation of cell growth	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009658	chloroplast organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006887	exocytosis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0046490	isopentenyl diphosphate metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0050992	dimethylallyl diphosphate biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0007017	microtubule-based process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006612	protein targeting to membrane	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006972	hyperosmotic response	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010325	raffinose family oligosaccharide biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009939	positive regulation of gibberellic acid mediated signaling pathway	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0048444	floral organ morphogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0043068	positive regulation of programmed cell death	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0080119	ER body organization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0006914	autophagy	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042594	response to starvation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0042445	hormone metabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000956	nuclear-transcribed mRNA catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030091	protein repair	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0032502	developmental process	BP_ARGOT	1	1	1	1	1	14
UNDER	GO:0030968	endoplasmic reticulum unfolded protein response	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000105	L-histidine biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000162	L-tryptophan biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0045948	positive regulation of translational initiation	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:2000104	negative regulation of DNA-templated DNA replication	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010960	magnesium ion homeostasis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0030026	intracellular manganese ion homeostasis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0005983	starch catabolic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010021	amylopectin biosynthetic process	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0051645	Golgi localization	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0010239	chloroplast mRNA processing	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0009965	leaf morphogenesis	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0071482	cellular response to light stimulus	BP_ARGOT	1	1	0	0	1	14
UNDER	GO:0000050	urea cycle	BP_ARGOT	1	1	0	0	1	14
