"id";"sp";"trat";"clip";"massmother";"flor";"fruto";"hojas";"altura";"seedfruto";"seedtotal";"massseed";"SLA";"LDMC";"area.m";"Photosyn";"Conductance";"PhiPS2";"humedad_muerte";"fenoles";"dias_flor";"dias_fruto";"dias_fin_flor";"dias_fin_fruto";"dias_muerte"
"348";"HO";"ex";"no";0.00619;0;0;113;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;178
"349";"HO";"ex";"no";0.00619;0;0;59;NA;NA;0;NA;416.0240964;0.151046;6.906;11.8;0.116;0.149;NA;41.685;NA;NA;NA;NA;NA
"350";"HO";"ex";"no";0.00619;NA;NA;NA;28.5;NA;NA;NA;405.5131965;0.148713;13.828;NA;NA;NA;25.8;NA;NA;NA;NA;118;118
"351";"HO";"ex";"no";0.00619;0;0;72;NA;NA;0;NA;440.1980198;0.139889;4.446;6.3;0.114;0.155;NA;38.82;NA;NA;NA;NA;NA
"352";"HO";"ex";"no";0.00619;1;1;95;24;15;15;0.0015;321.1363636;0.173776;7.065;15.7;0.114;0.166;NA;42.598;129;NA;NA;NA;NA
"353";"HO";"ex";"no";0.00619;0;0;75;NA;NA;0;NA;345.3939394;0.18112;11.398;15.9;0.172;0.233;NA;40.784;NA;NA;NA;NA;NA
"354A";"HO";"ex";"no";0.00619;1;1;164;40;19;19;0.0012;NA;NA;NA;9.5;0.164;0.129;NA;35.293;132;NA;NA;NA;NA
"354B";"HO";"ex";"no";0.00619;0;0;135;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;35.384;NA;NA;NA;NA;NA
"355";"HO";"ex";"no";0.00619;0;0;58;22;NA;0;NA;297.4943567;NA;13.179;NA;NA;NA;0;NA;164;NA;NA;NA;189
"356";"HO";"ex";"no";0.00619;3;3;74;29;NA;NA;NA;362.2077922;0.20026;5.578;NA;NA;NA;6;NA;102;122;NA;137;137
"357";"HO";"ex";"no";0.00619;0;0;49;NA;NA;0;NA;228.5273973;0.230466;6.673;NA;NA;NA;1.3;NA;NA;NA;NA;NA;160
"358";"HO";"ex";"no";0.00619;0;0;128;34;NA;0;NA;263.4736842;0.159664;7.509;NA;NA;NA;0;NA;140;159;NA;192;192
"359";"HO";"ex";"no";0.00619;0;0;93;NA;NA;0;NA;316.5445026;0.169027;12.092;NA;NA;NA;NA;38.81;NA;NA;NA;NA;NA
"360";"HO";"ex";"no";0.00619;0;0;78;NA;NA;0;NA;384.4041451;0.123402;7.419;7.4;0.082;0.128;NA;34.426;NA;NA;NA;NA;NA
"361";"ME";"gra";"yes";0.00291;7;7;622;35;7;49;0.0038;401.09375;0.173599;2.567;NA;NA;NA;6.1;62.673;67;74;102;102;146
"362";"ME";"gra";"yes";0.00291;38;38;534;52.5;7;266;0.0029;387.125;0.143971;3.097;NA;NA;NA;24;48.017;70;70;108;123;123
"363";"ME";"gra";"yes";0.00291;29;29;438;54;7;203;0.0025;298.44;0.168691;2.487;NA;NA;NA;25.4;61.442;81;81;108;123;123
"364";"ME";"gra";"yes";0.00291;39;39;544;54.5;NA;NA;NA;361.8672199;0.1302;2.907;NA;NA;NA;21.8;52.697;54;NA;108;118;118
"365";"ME";"gra";"yes";0.00291;48;48;840;44.5;8;384;0.0027;263.8658147;0.150192;2.753;NA;NA;NA;14.3;58.317;91;91;112;123;137
"366";"ME";"gra";"yes";0.00291;22;22;680;29;7.33;161;0.0025;NA;NA;NA;NA;NA;NA;4.5;54.253;57;61;108;108;146
"367";"ME";"gra";"yes";0.00291;14;14;390;22;9;126;0.0028;365.7798165;0.148805;2.658;NA;NA;NA;1.3;55.174;46;61;108;108;164
"368";"ME";"gra";"yes";0.00291;29;29;438;37;5.67;164;0.0029;NA;NA;NA;NA;NA;NA;0;63.872;57;61;112;122;171
"369";"ME";"gra";"yes";0.00291;19;19;240;42.5;7.33;139;0.003;459.3529412;0.103976;2.603;NA;NA;NA;26.3;NA;91;91;108;118;118
"370";"ME";"gra";"yes";0.00291;62;62;498;24.5;8.67;537;0.0036;336.372093;0.159259;7.232;NA;NA;NA;7.9;74.499;81;81;108;123;137
"371";"ME";"gra";"yes";0.00291;17;17;248;44;7.67;130;0.0021;299.2542373;0.187183;2.942666667;NA;NA;NA;16.5;60.476;53;61;102;122;122
"372";"ME";"gra";"yes";0.00291;60;60;470;NA;8.33;500;0.0033;262.1538462;0.138711;2.84;NA;NA;NA;NA;56.4;81;91;112;NA;146
"373";"ME";"gra";"yes";0.00291;22;22;436;42;9;198;0.0042;1337.351351;0.117909;8.247;NA;NA;NA;23.2;NA;61;70;NA;118;118
"374";"ME";"gra";"yes";0.00291;14;14;332;32;9;126;0.0022;295.0180505;0.147262;2.724;NA;NA;NA;27.2;NA;57;61;102;123;123
"376";"ME";"gra";"no";0.00291;86;38;376;83.5;8;304;0.0012;1308.109756;0.145133;14.302;NA;NA;NA;3.7;56.45;88;88;118;118;144
"378";"ME";"gra";"no";0.00291;21;9;696;87;6.33;57;0.0032;280.3174603;0.185294;1.766;NA;NA;NA;19.2;53.713;92;92;133;125;140
"379";"ME";"gra";"no";0.00291;NA;NA;NA;96;8;19;0.0019;1246.030534;0.112302;10.882;NA;NA;NA;7.5;55.976;63;74;NA;123;139
"380";"ME";"gra";"no";0.00291;8;8;600;117.5;9;72;0.002;461.7435897;0.119193;2.251;NA;NA;NA;30.6;33.08;91;98;98;123;123
"381";"ME";"gra";"no";0.00291;80;78;782;87;8;624;0.0032;NA;NA;NA;NA;NA;NA;7;60.123;91;98;116;122;144
"383";"ME";"gra";"no";0.00291;78;77;538;91;8;616;0.0034;454.5652174;0.134447;4.879;NA;NA;NA;3.2;56.758;81;98;116;124;144
"384";"ME";"gra";"no";0.00291;43;43;766;61;8;344;0.0024;235.034965;0.135802;3.361;NA;NA;NA;15.8;47.708;81;81;112;112;139
"386";"ME";"gra";"no";0.00291;NA;NA;NA;84.5;9.28;28;0.0034;315.5140187;0.148336;3.376;NA;NA;NA;29.7;67.109;53;61;108;118;118
"387";"ME";"gra";"no";0.00291;NA;NA;NA;79;7.49;23;0.0041;NA;NA;NA;NA;NA;NA;1;38.43;NA;NA;NA;123;151
"388";"ME";"gra";"no";0.00291;23;23;554;68;8.67;199;0.0029;220.8674699;0.128324;4.583;NA;NA;NA;0;NA;NA;NA;112;124;167
"389";"ME";"gra";"no";0.00291;NA;NA;NA;27;4.5;9;0.0014;417.1428571;0.158371;1.46;NA;NA;NA;9.4;NA;63;NA;102;123;123
"390";"ME";"gra";"no";0.00291;88;88;920;89;6;528;0.0036;290.8668076;0.147123;4.586;NA;NA;NA;0;58.539;63;70;108;122;160
"391";"ME";"ex";"yes";0.00312;NA;NA;306;33.1;NA;NA;NA;277.1980676;0.129133;2.869;NA;NA;NA;0;68.938;61;63;102;NA;151
"392";"ME";"ex";"yes";0.00312;76;76;428;34;8;608;0.0027;272.3529412;0.173666;4.167;NA;NA;NA;4.5;56.16;81;88;108;123;137
"393";"ME";"ex";"yes";0.00312;4;4;454;49;5.33;21;0.0027;NA;NA;4.486;NA;NA;NA;31.9;65.116;53;NA;98;118;118
"394";"ME";"ex";"yes";0.00312;29;24;694;29;7;168;0.0026;267.4103586;0.126512;2.237333333;NA;NA;NA;0;56.832;91;NA;NA;NA;171
"395";"ME";"ex";"yes";0.00312;0;0;650;25;7;0;0.0027;499.8648649;0.117647;2.466;NA;NA;NA;8.6;NA;81;81;102;123;132
"396";"ME";"ex";"yes";0.00312;2;1;856;70.5;NA;NA;NA;369.1479821;0.151804;2.744;NA;NA;NA;27.5;NA;91;102;108;118;118
"397";"ME";"ex";"yes";0.00312;31;23;1028;42;7;161;0.0022;407.04;0.168919;1.696;NA;NA;NA;0.8;43.585;81;98;116;116;164
"398";"ME";"ex";"yes";0.00312;23;19;420;34.5;6;114;0.0023;349.2736077;0.15223;4.808333333;NA;NA;NA;0;66.485;91;91;NA;144;160
"399";"ME";"ex";"yes";0.00312;3;0;220;36;NA;0;NA;531.372549;NA;2.71;NA;NA;NA;0;57.423;95;102;118;118;160
"400";"ME";"ex";"yes";0.00312;14;14;440;70.5;5.33;75;0.0041;NA;NA;NA;NA;NA;NA;0;NA;88;88;112;144;160
"401";"ME";"ex";"yes";0.00312;3;3;140;29;5;15;0.0024;773.1958763;0.100622;2.5;NA;NA;NA;26.6;NA;102;102;104;104;118
"402";"ME";"ex";"yes";0.00312;17;17;360;47;7.67;130;0.0029;340.3610108;0.126542;3.142666667;NA;NA;NA;10.5;NA;74;81;108;123;132
"403";"ME";"ex";"yes";0.00312;26;26;410;42;8.33;217;0.0032;536.5384615;0.0939759;2.79;NA;NA;NA;29;NA;91;102;112;118;118
"404";"ME";"ex";"yes";0.00312;1;0;524;22.5;NA;0;NA;335.8806818;0.168341;3.941;NA;NA;NA;7.4;NA;102;112;116;116;144
"405";"ME";"ex";"yes";0.00312;33;33;526;22;7.67;253;0.0022;345.5960265;0.141386;3.479;NA;NA;NA;0;50.06;102;102;108;108;171
"406";"ME";"ex";"no";0.00312;4;3;264;62;NA;1;0.004;NA;NA;NA;NA;NA;NA;1.4;62.22;88;88;88;116;160
"407";"ME";"ex";"no";0.00312;29;29;662;91.5;9.67;280;0.0028;474.8148148;0.156977;4.487;NA;NA;NA;0;45.409;91;98;104;104;144
"408";"ME";"ex";"no";0.00312;17;17;324;43.5;9.67;164;0.0036;NA;NA;NA;NA;NA;NA;10.2;NA;NA;NA;108;123;137
"409";"ME";"ex";"no";0.00312;47;32;866;79;9.33;299;0.0014;393.0487805;0.130712;3.223;NA;NA;NA;0;44.545;88;88;118;118;160
"410";"ME";"ex";"no";0.00312;22;22;640;102;7;154;0.0031;390.2752294;0.155937;2.836;NA;NA;NA;26.5;NA;81;81;98;102;118
"411";"ME";"ex";"no";0.00312;0;0;960;58.5;NA;0;NA;391.0416667;0.155592;5.631;NA;NA;NA;21.4;NA;88;88;101;NA;102
"412";"ME";"ex";"no";0.00312;0;0;502;69;NA;0;NA;445.3968254;0.146853;2.806;NA;NA;NA;2.9;NA;70;74;102;NA;151
"413";"ME";"ex";"no";0.00312;2;2;544;83;NA;NA;NA;258.6809816;0.179318;2.811;NA;NA;NA;30.2;NA;81;81;102;102;118
"414";"ME";"ex";"no";0.00312;28;17;634;100;6;102;0.0032;317.4132492;0.136461;3.354;NA;NA;NA;0;63.582;88;102;112;112;151
"415";"ME";"ex";"no";0.00312;41;41;446;114;9;369;0.0019;299.025974;0.205197;3.07;NA;NA;NA;24.3;58.386;91;91;108;108;123
"416";"ME";"ex";"no";0.00312;35;35;266;102;6.67;233;0.0027;341.641791;0.200149;3.052;NA;NA;NA;0;77.496;91;91;108;108;171
"417";"ME";"ex";"no";0.00312;37;37;730;69;9.33;345;0.0029;321.9073569;0.17443;3.938;NA;NA;NA;25.5;67.209;NA;NA;102;102;123
"418";"ME";"ex";"no";0.00312;37;37;906;69;5;185;0.0017;298.1404959;0.150498;2.405;NA;NA;NA;0;55.631;102;108;NA;144;160
"419";"ME";"ex";"no";0.00312;45;45;582;89.5;NA;NA;NA;258.7924528;0.205586;2.286;NA;NA;NA;29.6;NA;81;81;108;108;118
"420";"ME";"ex";"no";0.00312;5;5;414;89.5;8;40;0.003;359.4584838;0.139899;3.319;NA;NA;NA;11.9;21.126;88;88;102;102;137
"15";"PL";"gra";"yes";0.00059;NA;NA;NA;NA;NA;NA;NA;327.5619835;0.0826503;7.927;12.6;0.465;0.146;NA;78.937;92;NA;NA;NA;NA
"69";"CA";"gra";"yes";0.00203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"72";"CA";"gra";"yes";0.00203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"264A";"AV";"gra";"no";0.00142;NA;NA;NA;NA;NA;NA;NA;245.0357995;0.180526;10.267;17.1;0.339;0.244;NA;72.852;NA;NA;NA;NA;NA
"325";"HO";"gra";"no";0.00353;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"355B";"HO";"ex";"no";0.00619;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"250B";"AV";"gra";"yes";0.00142;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.739;NA;NA;NA;NA;NA
"272B";"AV";"ex";"yes";0.00598;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47.207;NA;NA;NA;NA;NA
"377";"ME";"gra";"no";0.00291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41.547;NA;NA;NA;NA;NA
